As,B,Ga,Gd,Ge,La,Nb,P,S,Sb,Se,Si,Te,Ti,Y,Zn,Zr,Littleton
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,48.42,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,643.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,48.42,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,646.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0
32.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0
32.0,0.0,4.0,0.0,0.0,0.0,0.0,2.857142857142857,61.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
33.3,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,815.0
33.3,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0
33.35,0.0,0.0,0.0,33.35,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,747.0
35.29,0.0,1.96,0.0,0.0,0.0,0.0,1.96,60.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,61.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0
36.0,0.0,2.0,0.0,0.0,0.0,0.0,1.4285714285714286,60.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0
36.3,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,690.0
36.7,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,832.0
39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,731.0
39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.85,0.0,29.85,0.0,0.0,0.0,0.0,0.0,0.0,726.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.5
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,590.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,604.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,627.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,637.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,649.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,672.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,685.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,695.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,717.0
40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0
43.3,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,887.0
44.5,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,735.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,573.0
51.25,0.0,0.0,0.0,2.5,0.0,0.0,0.0,46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
51.3,0.0,0.0,0.0,2.5,0.0,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
52.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,36.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0
52.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,40.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,351.0
52.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0
52.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
55.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0
56.2,0.0,0.0,0.0,1.3,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
56.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
